"","company","year","sdg01","sdg02","sdg03","sdg04","sdg05","sdg06","sdg07","sdg08","sdg09","sdg10","sdg11","sdg12","sdg13","sdg14","sdg15","sdg16","sgd17","sdg","doc_id","country","ctrygrp"
"267","JP3814000000",2016,3,2,2,1,2,7,12,4,0,0,1,1,8,0,46,5,15,25,"JP3814000000_2016_SR_0.pdf","JP","JKT"
"268","JP3814000000",2020,0,0,1,0,0,5,17,0,0,0,0,0,8,0,3,2,3,8,"JP3814000000_2020_SR_0.pdf","JP","JKT"
"269","JP3814800003",2016,0,0,1,0,0,0,1,1,0,0,0,0,1,0,3,2,0,0,"JP3814800003_2016_SR_0.pdf","JP","JKT"
"270","JP3814800003",2020,0,0,6,1,1,1,36,14,13,1,4,0,17,0,19,22,42,65,"JP3814800003_2020_SR_0.pdf","JP","JKT"
"271","JP3830800003",2016,1,0,1,1,0,0,0,2,0,0,1,0,7,0,10,3,6,2,"JP3830800003_2016_SR_0.pdf","JP","JKT"
"272","JP3830800003",2020,0,0,1,3,0,1,16,0,1,1,0,1,11,0,7,3,2,15,"JP3830800003_2020_SR_0.pdf","JP","JKT"
"273","JP3854600008",2016,3,2,4,1,0,0,19,1,0,4,0,0,27,0,20,3,6,2,"JP3854600008_2016_SR_0.pdf","JP","JKT"
"274","JP3854600008",2020,2,1,4,2,0,1,22,0,1,4,0,0,54,0,20,5,6,26,"JP3854600008_2020_SR_0.pdf","JP","JKT"
"275","JP3866800000",2016,0,0,1,0,0,1,33,2,0,0,0,0,20,0,60,8,10,3,"JP3866800000_2016_SR_0.pdf","JP","JKT"
"276","JP3866800000",2020,5,0,1,0,3,0,84,2,1,0,0,1,35,0,56,6,9,13,"JP3866800000_2020_SR_0.pdf","JP","JKT"
"277","JP3890310000",2016,3,1,3,1,3,2,3,8,0,1,8,1,26,0,9,7,10,8,"JP3890310000_2016_SR_0.pdf","JP","JKT"
"278","JP3890310000",2020,1,0,2,0,3,0,14,4,1,0,6,0,95,0,12,11,5,16,"JP3890310000_2020_SR_0.pdf","JP","JKT"
"279","JP3890350006",2016,3,2,1,0,0,0,29,5,0,1,0,1,11,0,12,0,13,4,"JP3890350006_2016_SR_0.pdf","JP","JKT"
"280","JP3890350006",2020,2,1,4,0,2,0,27,2,0,4,1,0,45,0,16,7,20,43,"JP3890350006_2020_SR_0.pdf","JP","JKT"
"281","JP3893200000",2016,0,0,1,0,0,12,1,0,0,0,2,0,0,0,6,5,3,1,"JP3893200000_2016_SR_0.pdf","JP","JKT"
"282","JP3893200000",2020,1,0,1,0,0,6,5,1,0,1,2,0,8,0,6,1,2,16,"JP3893200000_2020_SR_0.pdf","JP","JKT"
"283","JP3893600001",2016,2,5,2,1,1,3,18,4,1,1,0,4,17,0,55,15,27,25,"JP3893600001_2016_SR_0.pdf","JP","JKT"
"284","JP3893600001",2020,2,0,1,0,0,11,50,8,0,0,0,6,120,0,85,17,33,52,"JP3893600001_2020_SR_0.pdf","JP","JKT"
"285","JP3898400001",2016,1,0,1,0,0,1,2,1,0,0,0,0,7,0,2,0,8,1,"JP3898400001_2016_SR_0.pdf","JP","JKT"
"286","JP3898400001",2020,9,3,1,0,0,5,57,2,0,1,0,0,79,0,47,16,39,32,"JP3898400001_2020_SR_0.pdf","JP","JKT"
"287","JP3899600005",2016,0,0,0,1,0,1,8,1,0,3,2,4,8,0,16,4,4,7,"JP3899600005_2016_SR_0.pdf","JP","JKT"
"288","JP3899600005",2020,0,0,7,0,0,1,35,5,0,1,0,0,22,0,2,7,3,27,"JP3899600005_2020_IR_0.pdf","JP","JKT"
"289","JP3902400005",2016,1,0,3,1,0,4,11,0,2,1,0,5,11,0,28,2,12,54,"JP3902400005_2016_SR_0.pdf","JP","JKT"
"290","JP3902400005",2020,0,0,0,0,0,1,18,0,0,0,0,0,62,0,117,0,3,4,"JP3902400005_2020_SR_0.pdf","JP","JKT"
"291","JP3910660004",2016,38,2,3,2,0,2,34,9,1,4,107,4,102,0,94,42,39,42,"JP3910660004_2016_SR_0.pdf","JP","JKT"
"292","JP3910660004",2020,25,3,9,1,0,4,70,5,1,3,113,4,163,0,88,48,38,85,"JP3910660004_2020_SR_0.pdf","JP","JKT"
"293","JP3942400007",2016,2,0,3,0,0,2,7,1,0,3,0,0,9,0,19,2,10,5,"JP3942400007_2016_SR_0.pdf","JP","JKT"
"294","JP3942400007",2017,5,0,3,0,1,2,5,4,0,2,0,1,6,0,17,5,14,11,"JP3942400007_2017_SR_0.pdf","JP","JKT"
"295","JP3942400007",2018,4,0,3,0,1,2,6,2,0,1,0,1,7,0,20,10,14,9,"JP3942400007_2018_SR_0.pdf","JP","JKT"
"296","JP3942400007",2019,5,0,3,0,0,0,1,0,0,2,0,0,2,0,8,5,12,15,"JP3942400007_2019_SR_0.pdf","JP","JKT"
"297","JP3942400007",2020,5,0,7,0,0,0,2,0,0,2,0,0,4,0,8,5,13,15,"JP3942400007_2020_SR_0.pdf","JP","JKT"
"298","JP3951600000",2020,4,0,51,2,3,6,8,5,0,10,0,0,61,0,31,12,9,43,"JP3951600000_2020_SR_0.pdf","JP","JKT"
"299","JP3951600000",2020,3,0,42,1,2,2,3,5,0,14,0,0,32,0,4,11,4,25,"JP3951600000_2020_SR_2.pdf","JP","JKT"
"300","JP3951600000",2021,3,0,42,1,2,2,3,5,0,14,0,0,32,0,4,11,4,25,"JP3951600000_2021_SR_0.pdf","JP","JKT"
"301","JP3970300004",2016,0,0,2,0,3,0,0,3,0,0,0,0,1,0,3,1,2,4,"JP3970300004_2016_IR_0.pdf","JP","JKT"
"302","JP3970300004",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"JP3970300004_2020_SR_0.pdf","JP","JKT"
"303","KR7000270009",2016,5,4,6,6,3,2,2,8,2,4,3,2,10,0,7,4,17,15,"KR7000270009_2016_SR_0.pdf","KR","JKT"
"304","KR7000270009",2020,0,0,1,0,1,0,14,0,0,4,0,0,29,0,5,0,2,4,"KR7000270009_2020_SR_0.pdf","KR","JKT"
"305","KR7005380001",2016,0,0,0,1,0,3,6,9,0,3,0,0,14,0,9,2,2,0,"KR7005380001_2016_SR_0.pdf","KR","JKT"
"306","KR7005380001",2020,0,0,1,0,0,2,20,1,0,2,0,1,33,0,11,3,9,2,"KR7005380001_2020_SR_0.pdf","KR","JKT"
"307","KR7005490008",2016,1,4,2,2,3,1,52,3,1,5,0,1,80,0,26,4,10,12,"KR7005490008_2016_SR_0.pdf","KR","JKT"
"308","KR7005490008",2020,0,1,7,1,0,0,30,1,0,1,0,1,63,0,15,0,7,23,"KR7005490008_2020_SR_0.pdf","KR","JKT"
"309","KR7005930003",2016,3,3,6,2,4,4,26,5,2,6,0,2,39,0,25,7,10,41,"KR7005930003_2016_SR_0.pdf","KR","JKT"
"310","KR7005930003",2020,0,0,0,0,3,3,62,2,0,5,0,0,40,0,6,4,3,14,"KR7005930003_2020_SR_0.pdf","KR","JKT"
"311","KR7006400006",2016,1,4,2,3,1,1,17,1,2,8,0,1,6,0,2,3,6,7,"KR7006400006_2016_SR_0.pdf","KR","JKT"
"312","KR7006400006",2020,0,0,1,1,0,2,43,2,1,3,1,0,29,0,1,5,12,8,"KR7006400006_2020_SR_0.pdf","KR","JKT"
"313","KR7012330007",2016,1,4,1,3,2,1,0,2,1,6,0,1,11,0,7,7,3,3,"KR7012330007_2016_SR_0.pdf","KR","JKT"
"314","KR7012330007",2020,3,0,2,1,2,5,19,3,0,5,0,4,28,0,7,2,5,12,"KR7012330007_2020_SR_0.pdf","KR","JKT"
"315","KR7017670001",2016,1,1,3,3,2,1,8,1,0,2,0,0,14,0,2,32,4,11,"KR7017670001_2016_IR_0.pdf","KR","JKT"
"316","KR7017670001",2020,0,0,5,2,1,0,24,3,3,1,0,1,64,0,6,4,10,19,"KR7017670001_2020_IR_0.pdf","KR","JKT"
"317","KR7028260008",2016,3,4,3,2,1,1,7,0,2,9,0,2,18,0,11,4,6,32,"KR7028260008_2016_SR_0.pdf","KR","JKT"
"318","KR7028260008",2020,2,3,3,3,3,6,26,4,2,5,0,0,16,0,7,62,11,63,"KR7028260008_2020_SR_0.pdf","KR","JKT"
"319","KR7035420009",2020,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,"KR7035420009_2020_SR_0.pdf","KR","JKT"
"320","KR7105560007",2016,2,3,2,4,2,2,11,6,3,4,1,1,3,0,2,1,5,13,"KR7105560007_2016_SR_0.pdf","KR","JKT"
"321","NL0000009082",2016,2,0,1,1,1,0,11,13,0,6,2,0,21,0,6,4,8,13,"NL0000009082_2016_IR_0.pdf","NL","EUR"
"322","NL0000009082",2020,1,0,2,1,1,0,6,2,1,7,2,2,10,0,8,3,6,13,"NL0000009082_2020_IR_0.pdf","NL","EUR"
"323","NL0000009165",2016,0,9,0,1,0,5,6,8,2,3,0,37,6,0,12,7,9,10,"NL0000009165_2016_IR_0.pdf","NL","EUR"
"324","NL0000009165",2020,2,10,1,0,0,5,22,2,0,1,0,23,6,0,2,9,8,23,"NL0000009165_2020_IR_0.pdf","NL","EUR"
"325","NL0000009538",2016,0,0,10,0,0,0,24,9,13,0,0,5,5,0,12,14,8,8,"NL0000009538_2016_IR_0.pdf","NL","EUR"
"326","NL0000009538",2020,1,1,47,0,6,4,17,8,6,14,0,8,19,0,17,18,23,27,"NL0000009538_2020_IR_0.pdf","NL","EUR"
"327","NL0000226223",2016,0,0,3,0,1,0,13,1,0,3,0,0,6,0,5,3,10,2,"NL0000226223_2016_SR_0.pdf","NL","EUR"
"328","NL0000226223",2020,0,0,15,3,10,6,37,4,2,9,0,2,43,0,5,3,26,65,"NL0000226223_2020_SR_0.pdf","NL","EUR"
"329","NL0000235190",2016,1,2,1,1,1,4,1,6,0,1,1,2,7,0,0,4,3,6,"NL0000235190_2016_IR_0.pdf","NL","EUR"
"330","NL0000235190",2020,0,1,1,2,1,0,3,5,0,1,0,0,19,0,4,15,4,13,"NL0000235190_2020_IR_0.pdf","NL","EUR"
"331","NL0000395903",2016,1,0,6,1,1,2,9,4,0,6,0,1,3,0,2,3,5,4,"NL0000395903_2016_SR_0.pdf","NL","EUR"
"332","NL0000395903",2020,0,0,7,0,0,0,2,0,0,4,0,0,2,0,0,6,2,9,"NL0000395903_2020_IR_0.pdf","NL","EUR"
"333","NL0009434992",2020,0,0,0,0,0,0,17,1,0,3,0,0,21,0,11,8,5,16,"NL0009434992_2020_SR_0.pdf","NL","EUR"
"334","NL0010545661",2016,6,36,9,6,2,14,36,12,3,32,8,10,64,0,63,19,21,25,"NL0010545661_2016_SR_0.pdf","NL","EUR"
"335","NL0010545661",2020,0,32,1,1,2,5,29,3,0,21,2,2,76,0,44,12,31,36,"NL0010545661_2020_SR_0.pdf","NL","EUR"
"336","NL0010773842",2016,1,0,1,0,0,0,4,9,0,5,0,1,21,0,5,5,6,15,"NL0010773842_2016_IR_0.pdf","NL","EUR"
"337","NL0010773842",2020,0,0,2,0,0,0,7,0,0,0,0,0,39,0,1,0,1,0,"NL0010773842_2020_CR_0.pdf","NL","EUR"
"338","NL0010773842",2020,10,0,25,0,5,0,5,7,0,3,0,3,47,0,8,4,9,22,"NL0010773842_2020_IR_0.pdf","NL","EUR"
"339","NL0011585146",2016,0,0,1,0,3,0,1,0,0,2,0,0,3,0,5,0,8,0,"NL0011585146_2016_SR_0.pdf","NL","EUR"
"340","NL0011585146",2020,0,0,3,0,0,0,5,4,0,1,0,0,21,0,0,2,10,7,"NL0011585146_2020_IR_0.pdf","NL","EUR"
"341","NL0011585146",2020,0,0,2,0,0,0,7,1,0,3,0,0,18,0,1,1,8,7,"NL0011585146_2020_SR_0.pdf","NL","EUR"
"342","NL0012015705",2020,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,4,"NL0012015705_2020_SR_0.pdf","NL","EUR"
"343","NL0013654783",2020,1,3,1,2,5,0,6,6,0,1,0,3,34,0,8,21,14,25,"NL0013654783_2020_IR_0.pdf","NL","EUR"
"344","NL00150001Q9",2020,0,1,9,0,1,1,7,2,1,8,0,1,16,0,15,4,27,35,"NL00150001Q9_2020_SR_1.pdf","NL","EUR"
"345","NL00150001Q9",2020,3,3,53,2,17,3,17,4,1,31,3,4,98,0,56,10,48,8,"NL00150001Q9_2020_SR_2.pdf","NL","EUR"
"346","SE0000103699",2020,0,1,0,1,0,0,14,1,0,1,1,0,7,0,3,2,4,2,"SE0000103699_2020_SR_0.pdf","SE","EUR"
"347","SE0000107419",2016,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,"SE0000107419_2016_GC_0.pdf","SE","EUR"
"348","SE0000107419",2020,0,0,2,0,1,0,5,2,0,2,0,0,11,0,1,3,5,6,"SE0000107419_2020_IR_0.pdf","SE","EUR"
"349","SE0000108656",2016,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,13,16,8,"SE0000108656_2016_GC_0.pdf","SE","EUR"
"350","SE0000108656",2016,3,2,6,3,2,2,10,1,0,6,8,0,30,0,1,25,27,63,"SE0000108656_2016_SR_0.pdf","SE","EUR"
"351","SE0000108656",2020,0,0,0,0,0,0,0,1,0,2,0,0,12,0,0,7,10,6,"SE0000108656_2020_GC_0.pdf","SE","EUR"
"352","SE0000108656",2020,0,0,28,0,0,0,5,1,0,5,0,0,25,0,1,10,10,9,"SE0000108656_2020_SR_0.pdf","SE","EUR"
"353","SE0000115446",2016,2,0,2,0,0,1,9,0,4,1,31,0,9,0,1,9,18,13,"SE0000115446_2016_SR_0.pdf","SE","EUR"
"354","SE0000115446",2020,1,0,5,0,0,2,25,1,0,6,14,0,10,0,0,5,4,14,"SE0000115446_2020_SR_0.pdf","SE","EUR"
"355","SE0000242455",2016,0,0,0,0,14,0,5,1,0,0,0,0,4,0,0,0,0,0,"SE0000242455_2016_IR_0.pdf","SE","EUR"
"356","SE0000242455",2020,0,0,4,0,14,0,18,3,0,1,1,2,54,0,4,9,24,11,"SE0000242455_2020_IR_0.pdf","SE","EUR"
"357","SE0000310336",2016,0,0,1,0,10,2,1,0,0,15,0,0,3,0,0,4,3,0,"SE0000310336_2016_IR_0.pdf","SE","EUR"
"358","SE0000310336",2020,4,11,4,3,2,3,6,2,2,45,1,0,7,0,10,5,6,49,"SE0000310336_2020_IR_0.pdf","SE","EUR"
"359","SE0000667891",2016,1,0,7,1,2,1,15,1,0,0,0,0,12,0,0,22,4,0,"SE0000667891_2016_IR_0.pdf","SE","EUR"
"360","SE0000667891",2020,0,0,5,0,2,0,16,1,0,5,0,0,2,0,0,3,4,11,"SE0000667891_2020_IR_0.pdf","SE","EUR"
"361","SE0011166610",2016,0,0,7,0,0,3,27,8,0,2,0,0,5,0,1,12,9,0,"SE0011166610_2016_IR_0.pdf","SE","EUR"
"362","SE0011166610",2020,1,0,28,0,1,11,32,2,0,2,0,1,6,0,0,8,9,8,"SE0011166610_2020_IR_0.pdf","SE","EUR"
"363","TW0001216000",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TW0001216000_2016_SR_0.pdf","TW","JKT"
"364","TW0001216000",2020,0,0,0,2,0,13,10,0,0,0,1,0,31,0,1,0,13,2,"TW0001216000_2020_SR_0.pdf","TW","JKT"
"365","TW0001301000",2016,1,0,0,2,6,3,2,0,0,5,0,1,3,0,12,6,14,0,"TW0001301000_2016_SR_0.pdf","TW","JKT"
"366","TW0001301000",2020,0,0,3,0,2,0,10,1,0,1,0,0,43,0,0,2,17,9,"TW0001301000_2020_SR_0.pdf","TW","JKT"
"367","TW0001303006",2016,0,0,0,1,5,3,1,0,0,2,0,1,3,0,10,0,16,0,"TW0001303006_2016_SR_0.pdf","TW","JKT"
"368","TW0002002003",2016,0,1,1,0,0,0,7,4,0,2,0,0,13,0,6,4,15,4,"TW0002002003_2016_SR_0.pdf","TW","JKT"
"369","TW0002002003",2020,0,0,2,0,0,0,16,4,0,1,0,0,27,0,2,4,20,34,"TW0002002003_2020_SR_0.pdf","TW","JKT"
"370","TW0002303005",2016,0,0,2,2,7,3,5,3,0,2,5,1,21,0,4,5,107,4,"TW0002303005_2016_SR_0.pdf","TW","JKT"
"371","TW0002303005",2020,0,0,1,3,9,4,48,5,0,4,6,2,69,1,6,10,35,9,"TW0002303005_2020_SR_0.pdf","TW","JKT"
"372","TW0002317005",2016,0,1,10,2,0,0,7,0,0,1,0,0,6,0,1,4,5,0,"TW0002317005_2016_SR_0.pdf","TW","JKT"
"373","TW0002317005",2020,2,0,0,3,0,1,21,1,1,5,0,0,41,0,0,7,18,22,"TW0002317005_2020_SR_0.pdf","TW","JKT"
"374","TW0002412004",2016,0,0,0,1,6,0,28,2,0,13,0,0,8,0,1,8,11,13,"TW0002412004_2016_SR_0.pdf","TW","JKT"
"375","TW0002412004",2020,0,0,1,1,8,3,33,3,0,6,1,0,28,0,0,9,18,41,"TW0002412004_2020_SR_0.pdf","TW","JKT"
"376","TW0002881000",2016,7,1,17,10,5,1,3,12,0,3,2,1,24,0,3,1,26,12,"TW0002881000_2016_SR_0.pdf","TW","JKT"
"377","TW0002881000",2020,2,0,7,0,2,1,12,3,0,1,1,1,30,0,4,4,9,9,"TW0002881000_2020_SR_0.pdf","TW","JKT"
"378","TW0002882008",2016,0,0,0,0,1,0,27,0,0,1,0,1,11,0,1,2,9,6,"TW0002882008_2016_SR_0.pdf","TW","JKT"
"379","TW0002882008",2020,3,0,2,1,3,1,38,3,0,2,0,0,111,0,1,15,30,24,"TW0002882008_2020_SR_0.pdf","TW","JKT"
"380","TW0002886009",2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TW0002886009_2020_SR_0.pdf","TW","JKT"
"381","US0010551028",2016,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,"US0010551028_2016_SR_0.pdf","US","USA"
"382","US0010551028",2020,1,0,2,0,3,0,4,0,0,2,0,0,5,0,0,8,6,8,"US0010551028_2020_SR_0.pdf","US","USA"
"383","US00507V1098",2020,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,"US00507V1098_2020_SR_0.pdf","US","USA"
"384","US00751Y1064",2020,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,"US00751Y1064_2020_SR_0.pdf","US","USA"
"385","US0091581068",2016,1,2,1,1,1,3,38,3,0,5,1,1,20,0,2,13,4,6,"US0091581068_2016_SR_0.pdf","US","USA"
"386","US0091581068",2020,1,0,3,0,1,3,40,1,0,1,0,2,11,0,1,5,4,6,"US0091581068_2020_SR_1.pdf","US","USA"
"387","US0091581068",2020,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,"US0091581068_2020_SR_2.pdf","US","USA"
"388","US0091581068",2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"US0091581068_2020_SR_3.pdf","US","USA"
"389","US0091581068",2020,1,0,0,1,0,0,4,0,0,1,0,2,7,0,0,1,1,0,"US0091581068_2020_SR_4.pdf","US","USA"
"390","US0152711091",2020,0,1,3,2,1,1,2,1,0,3,1,1,4,0,1,2,3,2,"US0152711091_2020_SR_0.pdf","US","USA"
"391","US0311001004",2020,3,0,5,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,"US0311001004_2020_SR_0.pdf","US","USA"
"392","US0404131064",2020,0,5,2,0,0,0,6,0,0,1,0,0,2,0,0,3,0,0,"US0404131064_2020_SR_0.pdf","US","USA"
"393","US0584981064",2016,1,10,1,0,0,3,7,2,0,0,0,1,5,0,7,6,9,7,"US0584981064_2016_SR_0.pdf","US","USA"
"394","US0584981064",2016,0,0,0,1,0,0,0,1,0,1,0,0,10,0,2,0,0,0,"US0584981064_2016_SR_1.pdf","US","USA"
"395","US0584981064",2020,1,0,0,0,0,5,17,0,0,0,0,1,16,0,7,3,3,3,"US0584981064_2020_SR_0.pdf","US","USA"
"396","US0584981064",2020,0,0,5,0,0,0,1,0,0,3,0,0,11,0,10,0,0,263,"US0584981064_2020_SR_1.pdf","US","USA"
"397","US0605051046",2016,0,0,1,0,0,2,12,3,0,0,0,0,5,0,0,5,1,0,"US0605051046_2016_SR_0.pdf","US","USA"
"398","US0605051046",2020,0,0,0,0,0,0,8,0,0,0,0,0,3,0,4,0,1,6,"US0605051046_2020_SR_0.pdf","US","USA"
"399","US0970231058",2016,1,0,0,0,0,1,8,0,0,0,0,0,7,0,4,2,1,0,"US0970231058_2016_ER_0.pdf","US","USA"
"400","US0970231058",2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"US0970231058_2016_SR_0.pdf","US","USA"
"401","US0970231058",2020,1,0,13,2,1,3,20,3,1,2,0,1,22,0,10,19,12,6,"US0970231058_2020_SR_0.pdf","US","USA"
"402","US0995021062",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US0995021062_2016_CR_0.pdf","US","USA"
"403","US0995021062",2016,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"US0995021062_2016_SR_0.pdf","US","USA"
"404","US0995021062",2020,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"US0995021062_2020_CR_0.pdf","US","USA"
"405","US0995021062",2020,0,1,9,1,0,0,0,0,0,2,0,0,14,0,2,25,0,0,"US0995021062_2020_SR_0.pdf","US","USA"
"406","US1011211018",2016,0,0,2,0,0,0,11,0,0,1,0,0,1,0,0,3,1,0,"US1011211018_2016_SR_0.pdf","US","USA"
"407","US1011211018",2020,0,0,8,0,0,0,17,0,0,2,1,0,29,0,7,2,9,3,"US1011211018_2020_SR_0.pdf","US","USA"
"408","US1156372096",2016,1,4,0,0,0,6,11,0,0,1,0,0,7,0,1,0,3,6,"US1156372096_2016_SR_0.pdf","US","USA"
"409","US1156372096",2020,0,1,4,0,0,2,7,0,0,1,0,0,9,0,0,4,0,0,"US1156372096_2020_SR_0.pdf","US","USA"
"410","US1156372096",2020,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"US1156372096_2020_SR_2.pdf","US","USA"
"411","US12541W2098",2020,0,1,5,0,0,0,4,0,0,5,0,0,14,0,1,14,0,0,"US12541W2098_2020_SR_0.pdf","US","USA"
"412","US14149Y1082",2016,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,1,0,"US14149Y1082_2016_SR_0.pdf","US","USA"
"413","US14149Y1082",2020,0,2,4,0,0,0,4,0,0,0,0,0,3,0,0,7,1,0,"US14149Y1082_2020_SR_0.pdf","US","USA"
"414","US1941621039",2016,0,0,11,0,0,31,9,2,0,3,0,3,17,0,6,5,3,0,"US1941621039_2016_SR_0.pdf","US","USA"
"415","US1941621039",2020,0,0,19,0,0,14,15,0,0,3,0,1,18,0,4,1,3,1,"US1941621039_2020_SR_0.pdf","US","USA"
"416","US21036P1084",2016,0,1,1,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,"US21036P1084_2016_SR_0.pdf","US","USA"
"417","US21036P1084",2020,0,0,1,0,0,2,1,0,0,1,0,9,3,0,2,3,4,5,"US21036P1084_2020_SR_0.pdf","US","USA"
"418","US2310211063",2016,0,0,0,0,0,0,2,0,0,0,0,0,9,0,14,1,0,0,"US2310211063_2016_SR_0.pdf","US","USA"
"419","US2310211063",2016,1,0,0,1,3,2,6,0,0,0,0,0,1,0,0,3,2,0,"US2310211063_2016_SR_2.pdf","US","USA"
"420","US2310211063",2020,3,0,1,1,4,6,12,5,0,0,0,1,13,0,1,13,3,0,"US2310211063_2020_SR_0.pdf","US","USA"
"421","US2310211063",2020,1,0,0,0,2,0,2,0,0,2,0,0,11,0,8,4,4,0,"US2310211063_2020_SR_1.pdf","US","USA"
"422","US2310211063",2020,0,0,0,0,0,0,16,1,0,0,0,0,77,0,1,0,0,0,"US2310211063_2020_SR_2.pdf","US","USA"
"423","US2473617023",2016,3,1,0,1,0,0,3,1,0,3,0,0,41,0,1,4,3,0,"US2473617023_2016_SR_0.pdf","US","USA"
"424","US2473617023",2020,0,0,12,0,0,1,3,0,0,1,0,0,24,0,1,6,1,0,"US2473617023_2020_SR_0.pdf","US","USA"
"425","US24906P1093",2016,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,"US24906P1093_2016_SR_0.pdf","US","USA"
"426","US24906P1093",2020,0,0,5,2,1,0,7,2,2,4,0,0,2,0,7,6,4,4,"US24906P1093_2020_SR_0.pdf","US","USA"
"427","US2855121099",2020,0,0,1,0,1,0,8,0,0,1,0,0,2,0,0,16,0,0,"US2855121099_2020_SR_0.pdf","US","USA"
"428","US29355A1079",2020,0,0,0,0,0,0,9,0,2,1,0,0,1,0,0,3,8,4,"US29355A1079_2020_SR_0.pdf","US","USA"
"429","US30063P1057",2020,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,"US30063P1057_2020_SR_0.pdf","US","USA"
"430","US31428X1063",2016,0,0,4,1,0,0,4,3,0,1,2,0,1,0,3,1,0,0,"US31428X1063_2016_SR_0.pdf","US","USA"
"431","US31428X1063",2020,0,0,5,0,0,0,13,1,0,3,0,0,17,0,0,2,0,0,"US31428X1063_2020_SR_0.pdf","US","USA"
"432","US3453708600",2016,4,5,9,3,2,14,8,4,2,7,3,1,61,0,16,12,12,21,"US3453708600_2016_SR_0.pdf","US","USA"
"433","US3453708600",2020,1,3,13,0,0,4,15,0,0,0,1,0,31,0,2,12,10,10,"US3453708600_2020_IR_0.pdf","US","USA"
"434","US3453708600",2020,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,"US3453708600_2020_SR_0.pdf","US","USA"
"435","US34959E1091",2020,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,"US34959E1091_2020_SR_0.pdf","US","USA"
"436","US35671D8570",2016,0,0,0,0,1,0,4,0,0,0,0,0,1,0,25,3,54,14,"US35671D8570_2016_SR_0.pdf","US","USA"
"437","US35671D8570",2020,0,0,10,0,4,11,11,0,0,1,0,1,20,0,57,8,10,20,"US35671D8570_2020_SR_0.pdf","US","USA"
"438","US35671D8570",2020,0,1,0,0,0,0,48,1,0,0,0,0,36,0,3,1,1,2,"US35671D8570_2020_SR_2.pdf","US","USA"
"439","US35671D8570",2020,0,0,3,0,0,18,0,0,0,0,0,0,10,0,13,0,3,1,"US35671D8570_2020_SR_3.pdf","US","USA"
"440","US3635761097",2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"US3635761097_2016_SR_0.pdf","US","USA"
"441","US3635761097",2020,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,"US3635761097_2020_SR_0.pdf","US","USA"
"442","US37045V1008",2016,1,1,1,0,0,1,72,2,0,5,0,0,15,0,9,14,7,0,"US37045V1008_2016_SR_0.pdf","US","USA"
"443","US37045V1008",2020,1,0,7,2,2,2,48,2,0,2,1,3,52,0,10,42,14,1,"US37045V1008_2020_SR_0.pdf","US","USA"
"444","US3724601055",2020,1,0,0,0,0,0,4,0,0,2,0,0,2,1,0,0,0,0,"US3724601055_2020_SR_0.pdf","US","USA"
"445","US3802371076",2020,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,11,0,0,"US3802371076_2020_SR_0.pdf","US","USA"
"446","US40434L1052",2016,1,3,14,12,1,1,73,3,3,1,0,1,24,0,6,18,20,5,"US40434L1052_2016_SR_0.pdf","US","USA"
"447","US40434L1052",2020,1,4,3,5,10,1,53,4,2,2,0,3,31,2,9,35,20,9,"US40434L1052_2020_SR_0.pdf","US","USA"
"448","US40434L1052",2020,0,0,0,0,2,1,0,0,0,0,0,0,6,0,3,5,1,0,"US40434L1052_2020_SR_2.pdf","US","USA"
"449","US4165151048",2016,0,4,1,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,"US4165151048_2016_SR_0.pdf","US","USA"
